Batter,Bowler,dismissed,match_played,runs_scored,ball_faced,average,strike_rate,batsman_impact
Virat Singh,RD Chahar,0,1,3,5,3.0,60.0,0.39375
Virat Singh,KA Pollard,0,1,6,5,6.0,120.0,0.7875
Virat Singh,AF Milne,0,1,2,2,2.0,100.0,0.6375
Virat Singh,A Mishra,0,1,1,1,1.0,100.0,0.63125
KL Nagarkoti,YS Chahal,0,1,1,2,1.0,50.0,0.31875
KL Nagarkoti,Ravi Bishnoi,0,1,5,6,5.0,83.333,0.55208125
KL Nagarkoti,A Nortje,0,1,2,2,2.0,100.0,0.6375
KL Nagarkoti,MP Stoinis,0,1,1,1,1.0,100.0,0.63125
KL Nagarkoti,DJ Bravo,0,1,0,3,0.0,0.0,0.0
KL Nagarkoti,M Ashwin,0,1,1,7,1.0,14.286,0.0955375
KL Nagarkoti,Kartik Tyagi,0,1,1,1,1.0,100.0,0.63125
KL Nagarkoti,Navdeep Saini,0,1,1,1,1.0,100.0,0.63125
KL Nagarkoti,TK Curran,0,1,1,1,1.0,100.0,0.63125
KL Nagarkoti,CH Morris,0,1,2,4,2.0,50.0,0.325
KL Nagarkoti,L Ngidi,0,1,0,2,0.0,0.0,0.0
KL Nagarkoti,AS Rajpoot,0,1,7,4,7.0,175.0,1.1375
Harbhajan Singh,Rashid Khan,0,1,0,4,0.0,0.0,0.0
Harbhajan Singh,TA Boult,0,1,2,2,2.0,100.0,0.6375
Harbhajan Singh,R Ashwin,0,5,15,17,15.0,88.235,0.64521875
Harbhajan Singh,HV Patel,0,2,3,3,3.0,100.0,0.64375
Harbhajan Singh,K Rabada,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,B Kumar,0,5,8,18,8.0,44.444,0.32777500000000004
Harbhajan Singh,JJ Bumrah,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,MR Marsh,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,AR Patel,0,2,8,9,8.0,88.889,0.60555625
Harbhajan Singh,S Kaul,0,1,1,4,1.0,25.0,0.1625
Harbhajan Singh,UT Yadav,0,2,7,9,7.0,77.778,0.5298625
Harbhajan Singh,SP Narine,0,2,0,3,0.0,0.0,0.0
Harbhajan Singh,R Dhawan,0,1,26,11,26.0,236.364,1.6397750000000002
Harbhajan Singh,DJ Bravo,0,10,46,38,46.0,121.053,1.04408125
Harbhajan Singh,M Ashwin,0,1,9,11,9.0,81.818,0.5676125
Harbhajan Singh,PJ Cummins,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,Sandeep Sharma,0,3,5,8,5.0,62.5,0.421875
Harbhajan Singh,PJ Sangwan,0,1,7,6,7.0,116.667,0.77291875
Harbhajan Singh,RA Jadeja,0,3,13,12,13.0,108.333,0.75833125
Harbhajan Singh,Mustafizur Rahman,0,4,16,18,16.0,88.889,0.65555625
Harbhajan Singh,JD Unadkat,0,2,17,7,17.0,242.857,1.6241062499999999
Harbhajan Singh,Basil Thampi,0,1,0,1,0.0,0.0,0.0
Harbhajan Singh,AJ Tye,0,1,2,3,2.0,66.667,0.42916875
Harbhajan Singh,VR Aaron,0,1,7,4,7.0,175.0,1.1375
Harbhajan Singh,NM Coulter-Nile,0,2,12,7,12.0,171.429,1.14643125
Harbhajan Singh,Shakib Al Hasan,0,2,8,9,8.0,88.889,0.60555625
Harbhajan Singh,CH Morris,0,2,1,3,1.0,33.333,0.21458125
Harbhajan Singh,RG Sharma,0,2,13,6,13.0,216.667,1.43541875
Harbhajan Singh,MC Henriques,0,1,9,8,9.0,112.5,0.759375
Harbhajan Singh,PP Chawla,0,1,0,1,0.0,0.0,0.0
Harbhajan Singh,I Sharma,0,2,26,8,26.0,325.0,2.19375
Harbhajan Singh,A Mishra,0,1,3,3,3.0,100.0,0.64375
Harbhajan Singh,Imran Tahir,0,2,2,5,2.0,40.0,0.2625
Harbhajan Singh,KW Richardson,0,1,4,3,4.0,133.333,0.85833125
Harbhajan Singh,S Nadeem,0,3,8,8,8.0,100.0,0.675
Harbhajan Singh,AS Rajpoot,0,2,7,10,7.0,70.0,0.48125
Harbhajan Singh,DW Steyn,0,1,3,3,3.0,100.0,0.64375
Harbhajan Singh,MM Sharma,0,6,37,25,37.0,148.0,1.15625
Harbhajan Singh,MJ McClenaghan,0,1,1,3,1.0,33.333,0.21458125
Harbhajan Singh,SL Malinga,0,1,0,2,0.0,0.0,0.0
Harbhajan Singh,STR Binny,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,BB Sran,0,1,1,2,1.0,50.0,0.31875
Harbhajan Singh,CR Brathwaite,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,YK Pathan,0,1,2,3,2.0,66.667,0.42916875
Harbhajan Singh,SK Raina,0,2,4,5,4.0,80.0,0.525
Harbhajan Singh,B Laughlin,0,2,22,11,22.0,200.0,1.3875
Harbhajan Singh,Anureet Singh,0,1,29,11,29.0,263.636,1.8289750000000002
Harbhajan Singh,SR Watson,0,3,17,8,17.0,212.5,1.434375
Harbhajan Singh,MG Johnson,0,1,7,3,7.0,233.333,1.50208125
Harbhajan Singh,R Vinay Kumar,0,3,5,5,5.0,100.0,0.65625
Harbhajan Singh,Z Khan,0,2,13,8,13.0,162.5,1.096875
Harbhajan Singh,P Kumar,0,4,0,6,0.0,0.0,0.0
Harbhajan Singh,JP Faulkner,0,3,5,8,5.0,62.5,0.421875
Harbhajan Singh,MM Patel,0,1,2,2,2.0,100.0,0.6375
Harbhajan Singh,MN Samuels,0,1,6,4,6.0,150.0,0.975
Harbhajan Singh,S Aravind,0,1,1,3,1.0,33.333,0.21458125
Harbhajan Singh,A Nehra,0,2,3,4,3.0,75.0,0.4875
Harbhajan Singh,IK Pathan,0,4,13,11,13.0,118.182,0.8198875000000001
Harbhajan Singh,AD Mathews,0,2,1,4,1.0,25.0,0.1625
Harbhajan Singh,SB Jakati,0,2,4,10,4.0,40.0,0.275
Harbhajan Singh,AB Dinda,0,4,13,15,13.0,86.667,0.62291875
Harbhajan Singh,R Bhatia,0,3,9,10,9.0,90.0,0.61875
Harbhajan Singh,Iqbal Abdulla,0,1,5,8,5.0,62.5,0.421875
Harbhajan Singh,M Morkel,0,2,12,9,12.0,133.333,0.90833125
Harbhajan Singh,RP Singh,0,4,35,14,35.0,250.0,1.78125
Harbhajan Singh,JA Morkel,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,MA Starc,0,2,2,4,2.0,50.0,0.325
Harbhajan Singh,Azhar Mahmood,0,1,3,5,3.0,60.0,0.39375
Harbhajan Singh,IC Pandey,0,1,0,3,0.0,0.0,0.0
Harbhajan Singh,J Botha,0,2,3,4,3.0,75.0,0.4875
Harbhajan Singh,AN Ahmed,0,1,0,1,0.0,0.0,0.0
Harbhajan Singh,PP Ojha,0,1,2,3,2.0,66.667,0.42916875
Harbhajan Singh,L Balaji,0,1,12,6,12.0,200.0,1.325
Harbhajan Singh,P Awana,0,2,4,4,4.0,100.0,0.65
Harbhajan Singh,KK Cooper,0,3,21,8,21.0,262.5,1.771875
Harbhajan Singh,R Rampaul,0,1,0,1,0.0,0.0,0.0
Harbhajan Singh,WD Parnell,0,2,1,4,1.0,25.0,0.1625
Harbhajan Singh,M Muralitharan,0,2,14,9,14.0,155.556,1.059725
Harbhajan Singh,BW Hilfenhaus,0,1,0,2,0.0,0.0,0.0
Harbhajan Singh,Y Venugopal Rao,0,1,7,2,7.0,350.0,2.23125
Harbhajan Singh,JH Kallis,0,2,2,3,2.0,66.667,0.42916875
Harbhajan Singh,LR Shukla,0,2,5,5,5.0,100.0,0.65625
Harbhajan Singh,M Kartik,0,1,2,3,2.0,66.667,0.42916875
Harbhajan Singh,Anand Rajan,0,1,1,3,1.0,33.333,0.21458125
Harbhajan Singh,AC Gilchrist,0,1,0,1,0.0,0.0,0.0
Harbhajan Singh,BJ Hodge,0,1,14,4,14.0,350.0,2.275
Harbhajan Singh,BA Bhatt,0,1,6,4,6.0,150.0,0.975
Harbhajan Singh,AB Agarkar,0,1,16,6,16.0,266.667,1.7666687499999998
Harbhajan Singh,A Mithun,0,1,12,4,12.0,300.0,1.95
Harbhajan Singh,SW Tait,0,1,1,2,1.0,50.0,0.31875
Harbhajan Singh,B Lee,0,4,23,14,23.0,164.286,1.1705375
Harbhajan Singh,DP Nannes,0,3,15,7,15.0,214.286,1.4330375
Harbhajan Singh,RJ Harris,0,1,6,3,6.0,200.0,1.2875
Harbhajan Singh,JDP Oram,0,2,17,8,17.0,212.5,1.434375
Harbhajan Singh,AC Thomas,0,1,8,2,8.0,400.0,2.55
Harbhajan Singh,A Singh,0,2,7,2,7.0,350.0,2.23125
Harbhajan Singh,DE Bollinger,0,1,21,12,21.0,175.0,1.225
Harbhajan Singh,SK Warne,0,2,4,5,4.0,80.0,0.525
Harbhajan Singh,A Symonds,0,1,12,4,12.0,300.0,1.95
Harbhajan Singh,L Ablish,0,1,0,2,0.0,0.0,0.0
Harbhajan Singh,JE Taylor,0,1,1,1,1.0,100.0,0.63125
Harbhajan Singh,T Thushara,0,1,5,2,5.0,250.0,1.59375
Harbhajan Singh,Jaskaran Singh,0,1,4,2,4.0,200.0,1.275
Harbhajan Singh,KAJ Roach,0,1,19,6,19.0,316.667,2.09791875
Harbhajan Singh,A Uniyal,0,1,7,4,7.0,175.0,1.1375
Harbhajan Singh,FH Edwards,0,1,7,5,7.0,140.0,0.91875
Harbhajan Singh,P Amarnath,0,1,7,3,7.0,233.333,1.50208125
Mujeeb Ur Rahman,Rashid Khan,0,2,9,4,9.0,225.0,1.4625
Mujeeb Ur Rahman,TA Boult,0,1,1,1,1.0,100.0,0.63125
Mujeeb Ur Rahman,YS Chahal,0,1,0,1,0.0,0.0,0.0
Mujeeb Ur Rahman,KK Ahmed,0,1,0,1,0.0,0.0,0.0
Mujeeb Ur Rahman,S Kaul,0,1,2,2,2.0,100.0,0.6375
Mujeeb Ur Rahman,Sandeep Sharma,0,1,0,3,0.0,0.0,0.0
Mujeeb Ur Rahman,Basil Thampi,0,1,0,1,0.0,0.0,0.0
Mujeeb Ur Rahman,DS Kulkarni,0,1,0,1,0.0,0.0,0.0
Mujeeb Ur Rahman,CR Woakes,0,1,0,1,0.0,0.0,0.0
JA Richardson,SN Thakur,0,1,6,3,6.0,200.0,1.2875
JA Richardson,MM Ali,0,1,2,4,2.0,50.0,0.325
JA Richardson,C Sakariya,0,1,0,2,0.0,0.0,0.0
JA Richardson,RA Jadeja,0,1,7,12,7.0,58.333,0.40833125
JA Richardson,DL Chahar,0,1,0,4,0.0,0.0,0.0
CR Woakes,HH Pandya,0,1,2,4,2.0,50.0,0.325
CR Woakes,YS Chahal,0,1,2,5,2.0,40.0,0.2625
CR Woakes,B Kumar,0,1,1,1,1.0,100.0,0.63125
CR Woakes,JJ Bumrah,0,2,6,6,6.0,100.0,0.6625
CR Woakes,M Markande,0,1,1,1,1.0,100.0,0.63125
CR Woakes,S Kaul,0,1,6,3,6.0,200.0,1.2875
CR Woakes,C Sakariya,0,1,8,5,8.0,160.0,1.05
CR Woakes,PJ Cummins,0,1,1,1,1.0,100.0,0.63125
CR Woakes,Sandeep Sharma,0,1,1,3,1.0,33.333,0.21458125
CR Woakes,R Tewatia,0,1,2,4,2.0,50.0,0.325
CR Woakes,Mustafizur Rahman,0,2,12,5,12.0,240.0,1.575
CR Woakes,JD Unadkat,0,1,0,2,0.0,0.0,0.0
CR Woakes,TS Mills,0,1,4,3,4.0,133.333,0.85833125
CR Woakes,AJ Tye,0,1,1,2,1.0,50.0,0.31875
CR Woakes,DT Christian,0,1,1,1,1.0,100.0,0.63125
CR Woakes,CH Morris,0,1,2,2,2.0,100.0,0.6375
CR Woakes,A Mishra,0,1,0,2,0.0,0.0,0.0
CR Woakes,BA Stokes,0,1,0,1,0.0,0.0,0.0
CR Woakes,MM Sharma,0,1,7,3,7.0,233.333,1.50208125
CR Woakes,MJ McClenaghan,0,1,1,1,1.0,100.0,0.63125
CR Woakes,SL Malinga,0,1,3,4,3.0,75.0,0.4875
CR Woakes,P Negi,0,1,10,11,10.0,90.909,0.6306812500000001
CR Woakes,MG Johnson,0,1,5,4,5.0,125.0,0.8125
CR Woakes,R Vinay Kumar,0,1,0,1,0.0,0.0,0.0
CR Woakes,S Aravind,0,1,2,2,2.0,100.0,0.6375
S Nadeem,R Ashwin,0,2,3,8,3.0,37.5,0.253125
S Nadeem,HV Patel,0,1,0,1,0.0,0.0,0.0
S Nadeem,Avesh Khan,0,1,1,2,1.0,50.0,0.31875
S Nadeem,K Rabada,0,1,0,1,0.0,0.0,0.0
S Nadeem,JJ Bumrah,0,1,1,4,1.0,25.0,0.1625
S Nadeem,A Nortje,0,1,2,2,2.0,100.0,0.6375
S Nadeem,SN Thakur,0,1,1,1,1.0,100.0,0.63125
S Nadeem,Kuldeep Yadav,0,1,3,4,3.0,75.0,0.4875
S Nadeem,AR Patel,0,1,2,2,2.0,100.0,0.6375
S Nadeem,SP Narine,0,3,6,12,6.0,50.0,0.35
S Nadeem,R Dhawan,0,1,0,3,0.0,0.0,0.0
S Nadeem,DJ Bravo,0,1,0,3,0.0,0.0,0.0
S Nadeem,KA Pollard,0,1,0,1,0.0,0.0,0.0
S Nadeem,RA Jadeja,0,1,2,4,2.0,50.0,0.325
S Nadeem,KV Sharma,0,1,4,1,4.0,400.0,2.525
S Nadeem,DW Steyn,0,1,0,1,0.0,0.0,0.0
S Nadeem,MM Sharma,0,1,0,1,0.0,0.0,0.0
S Nadeem,SL Malinga,0,1,1,1,1.0,100.0,0.63125
S Nadeem,P Negi,0,2,1,6,1.0,16.667,0.11041875000000001
S Nadeem,BCJ Cutting,0,1,0,2,0.0,0.0,0.0
S Nadeem,MG Johnson,0,1,0,2,0.0,0.0,0.0
S Nadeem,R Vinay Kumar,0,1,0,1,0.0,0.0,0.0
S Nadeem,AD Mathews,0,1,2,2,2.0,100.0,0.6375
S Nadeem,AB Dinda,0,1,4,3,4.0,133.333,0.85833125
S Nadeem,R Bhatia,0,1,1,2,1.0,50.0,0.31875
S Nadeem,Iqbal Abdulla,0,1,2,4,2.0,50.0,0.325
S Nadeem,NLTC Perera,0,1,0,1,0.0,0.0,0.0
S Nadeem,JA Morkel,0,1,0,3,0.0,0.0,0.0
S Nadeem,MA Starc,0,1,0,3,0.0,0.0,0.0
S Nadeem,Karanveer Singh,0,1,1,1,1.0,100.0,0.63125
S Nadeem,DJG Sammy,0,1,0,2,0.0,0.0,0.0
S Nadeem,PP Ojha,0,1,1,2,1.0,50.0,0.31875
S Nadeem,B Lee,0,1,1,2,1.0,50.0,0.31875
BA Stokes,Mohammed Shami,0,3,16,15,16.0,106.667,0.76666875
BA Stokes,Rashid Khan,0,4,11,18,11.0,61.111,0.45069374999999995
BA Stokes,HH Pandya,0,2,7,6,7.0,116.667,0.77291875
BA Stokes,TA Boult,0,3,39,23,39.0,169.565,1.30353125
BA Stokes,M Prasidh Krishna,0,1,3,7,3.0,42.857,0.28660625
BA Stokes,YS Chahal,0,1,0,2,0.0,0.0,0.0
BA Stokes,R Ashwin,0,3,22,17,22.0,129.412,0.9463250000000001
BA Stokes,Mohammed Siraj,0,1,2,2,2.0,100.0,0.6375
BA Stokes,JR Hazlewood,0,1,5,4,5.0,125.0,0.8125
BA Stokes,KH Pandya,0,2,19,14,19.0,135.714,0.9669625
BA Stokes,Arshdeep Singh,0,1,18,9,18.0,200.0,1.3625
BA Stokes,K Rabada,0,1,11,9,11.0,122.222,0.8326374999999999
BA Stokes,B Kumar,0,2,13,5,13.0,260.0,1.70625
BA Stokes,Washington Sundar,0,2,6,10,6.0,60.0,0.4125
BA Stokes,JJ Bumrah,0,4,27,22,27.0,122.727,0.93579375
BA Stokes,M Markande,0,1,10,6,10.0,166.667,1.10416875
BA Stokes,KK Ahmed,0,1,0,1,0.0,0.0,0.0
BA Stokes,A Nortje,0,1,3,6,3.0,50.0,0.33125
BA Stokes,SN Thakur,0,3,23,17,23.0,135.294,0.9893375000000001
BA Stokes,Kuldeep Yadav,0,4,21,20,21.0,105.0,0.7875
BA Stokes,AR Patel,0,3,26,20,26.0,130.0,0.975
BA Stokes,MJ Santner,0,1,2,4,2.0,50.0,0.325
BA Stokes,S Kaul,0,4,16,13,16.0,123.077,0.86923125
BA Stokes,UT Yadav,0,2,8,7,8.0,114.286,0.7642875
BA Stokes,TG Southee,0,1,9,6,9.0,150.0,0.99375
BA Stokes,SP Narine,0,4,17,17,17.0,100.0,0.73125
BA Stokes,N Rana,0,1,1,1,1.0,100.0,0.63125
BA Stokes,JO Holder,0,1,12,7,12.0,171.429,1.14643125
BA Stokes,MP Stoinis,0,1,17,9,17.0,188.889,1.2868062500000002
BA Stokes,T Natarajan,0,2,7,8,7.0,87.5,0.590625
BA Stokes,RD Chahar,0,2,21,14,21.0,150.0,1.06875
BA Stokes,DJ Bravo,0,2,21,14,21.0,150.0,1.06875
BA Stokes,M Ashwin,0,1,16,6,16.0,266.667,1.7666687499999998
BA Stokes,KA Pollard,0,2,5,10,5.0,50.0,0.34375
BA Stokes,PJ Cummins,0,3,19,16,19.0,118.75,0.8609375
BA Stokes,Shivam Mavi,0,2,9,11,9.0,81.818,0.5676125
BA Stokes,Sandeep Sharma,0,3,11,14,11.0,78.571,0.55981875
BA Stokes,PJ Sangwan,0,1,18,12,18.0,150.0,1.05
BA Stokes,RA Jadeja,0,5,44,23,44.0,191.304,1.47065
BA Stokes,Mustafizur Rahman,0,1,10,7,10.0,142.857,0.95535625
BA Stokes,CJ Jordan,0,1,6,3,6.0,200.0,1.2875
BA Stokes,V Shankar,0,1,5,9,5.0,55.556,0.378475
BA Stokes,Basil Thampi,0,2,30,17,30.0,176.471,1.2904437500000001
BA Stokes,AJ Tye,0,3,5,6,5.0,83.333,0.55208125
BA Stokes,Navdeep Saini,0,1,6,4,6.0,150.0,0.975
BA Stokes,TU Deshpande,0,1,9,5,9.0,180.0,1.18125
BA Stokes,AF Milne,0,1,0,1,0.0,0.0,0.0
BA Stokes,DL Chahar,0,3,18,15,18.0,120.0,0.8625
BA Stokes,CH Morris,0,3,12,15,12.0,80.0,0.575
BA Stokes,MC Henriques,0,1,2,6,2.0,33.333,0.22083124999999998
BA Stokes,PP Chawla,0,2,6,8,6.0,75.0,0.50625
BA Stokes,I Sharma,0,1,5,3,5.0,166.667,1.07291875
BA Stokes,A Mishra,0,1,6,3,6.0,200.0,1.2875
BA Stokes,Imran Tahir,0,3,43,32,43.0,134.375,1.10859375
BA Stokes,CR Woakes,0,1,1,1,1.0,100.0,0.63125
BA Stokes,Harbhajan Singh,0,1,10,4,10.0,250.0,1.625
BA Stokes,Mujeeb Ur Rahman,0,3,14,10,14.0,140.0,0.9625
BA Stokes,S Nadeem,0,3,7,8,7.0,87.5,0.590625
BA Stokes,JL Pattinson,0,1,20,8,20.0,250.0,1.6875
BA Stokes,I Udana,0,1,5,4,5.0,125.0,0.8125
BA Stokes,MM Sharma,0,2,4,5,4.0,80.0,0.525
BA Stokes,MJ McClenaghan,0,2,19,10,19.0,190.0,1.30625
BA Stokes,HF Gurney,0,1,1,2,1.0,50.0,0.31875
BA Stokes,K Khejroliya,0,1,15,9,15.0,166.667,1.13541875
BA Stokes,Y Prithvi Raj,0,1,5,3,5.0,166.667,1.07291875
BA Stokes,YK Pathan,0,1,0,1,0.0,0.0,0.0
BA Stokes,SK Raina,0,1,7,4,7.0,175.0,1.1375
BA Stokes,SR Watson,0,1,8,7,8.0,114.286,0.7642875
BA Stokes,MG Johnson,0,1,5,3,5.0,166.667,1.07291875
BA Stokes,B Stanlake,0,1,4,4,4.0,100.0,0.65
BA Stokes,Bipul Sharma,0,1,27,11,27.0,245.455,1.7028437500000002
BA Stokes,Z Khan,0,1,3,3,3.0,100.0,0.64375
BA Stokes,Swapnil Singh,0,1,10,5,10.0,200.0,1.3125
BA Stokes,JP Faulkner,0,1,13,11,13.0,118.182,0.8198875000000001
BA Stokes,Ankit Soni,0,1,7,10,7.0,70.0,0.48125
BA Stokes,MN Samuels,0,1,7,4,7.0,175.0,1.1375
BA Stokes,DR Smith,0,2,28,15,28.0,186.667,1.34166875
BA Stokes,S Aravind,0,1,2,2,2.0,100.0,0.6375
CA Lynn,Mohammed Shami,0,3,15,18,15.0,83.333,0.61458125
CA Lynn,Rashid Khan,0,4,23,24,23.0,95.833,0.74270625
CA Lynn,HH Pandya,0,1,1,3,1.0,33.333,0.21458125
CA Lynn,TA Boult,0,2,17,14,17.0,121.429,0.86518125
CA Lynn,YS Chahal,0,7,87,62,87.0,140.323,1.4207687500000001
CA Lynn,R Ashwin,0,3,25,15,25.0,166.667,1.19791875
CA Lynn,Mohammed Siraj,0,3,18,18,18.0,100.0,0.7375
CA Lynn,GJ Maxwell,0,1,0,1,0.0,0.0,0.0
CA Lynn,Shahbaz Ahmed,0,1,12,4,12.0,300.0,1.95
CA Lynn,HV Patel,0,2,9,6,9.0,150.0,0.99375
CA Lynn,KH Pandya,0,4,29,28,29.0,103.571,0.82856875
CA Lynn,Arshdeep Singh,0,1,21,8,21.0,262.5,1.771875
CA Lynn,K Rabada,0,1,9,7,9.0,128.571,0.85981875
CA Lynn,B Kumar,0,6,42,33,42.0,127.273,1.05795625
CA Lynn,Washington Sundar,0,1,5,3,5.0,166.667,1.07291875
CA Lynn,JJ Bumrah,0,6,33,27,33.0,122.222,0.9701374999999999
CA Lynn,KK Ahmed,0,2,17,15,17.0,113.333,0.81458125
CA Lynn,SN Thakur,0,1,9,9,9.0,100.0,0.68125
CA Lynn,AR Patel,0,2,22,15,22.0,146.667,1.05416875
CA Lynn,MJ Santner,0,1,11,8,11.0,137.5,0.928125
CA Lynn,S Kaul,0,3,48,26,48.0,184.615,1.45384375
CA Lynn,UT Yadav,0,1,13,8,13.0,162.5,1.096875
CA Lynn,TG Southee,0,4,51,29,51.0,175.862,1.4178875
CA Lynn,CV Varun,0,1,1,1,1.0,100.0,0.63125
CA Lynn,K Gowtham,0,3,11,17,11.0,64.706,0.47316250000000004
CA Lynn,MP Stoinis,0,1,1,2,1.0,50.0,0.31875
CA Lynn,R Dhawan,0,1,6,7,6.0,85.714,0.5732125
CA Lynn,RD Chahar,0,2,23,11,23.0,209.091,1.45056875
CA Lynn,M Ashwin,0,1,11,10,11.0,110.0,0.75625
CA Lynn,Sandeep Sharma,0,4,32,27,32.0,118.519,0.94074375
CA Lynn,R Tewatia,0,2,9,15,9.0,60.0,0.43125
CA Lynn,S Gopal,0,2,17,13,17.0,130.769,0.9235562500000001
CA Lynn,RA Jadeja,0,2,33,19,33.0,173.684,1.291775
CA Lynn,JD Unadkat,0,2,12,10,12.0,120.0,0.825
CA Lynn,AJ Tye,0,3,30,11,30.0,272.727,1.8920437499999998
CA Lynn,Navdeep Saini,0,1,1,2,1.0,50.0,0.31875
CA Lynn,VR Aaron,0,2,6,10,6.0,60.0,0.4125
CA Lynn,Shakib Al Hasan,0,4,20,29,20.0,68.966,0.5560375
CA Lynn,DL Chahar,0,3,35,24,35.0,145.833,1.13020625
CA Lynn,DT Christian,0,1,7,5,7.0,140.0,0.91875
CA Lynn,CH Morris,0,2,15,12,15.0,125.0,0.875
CA Lynn,KA Jamieson,0,1,2,7,2.0,28.571,0.19106875
CA Lynn,DS Kulkarni,0,2,46,19,46.0,242.105,1.80065625
CA Lynn,L Ngidi,0,1,12,6,12.0,200.0,1.325
CA Lynn,Imran Tahir,0,2,9,9,9.0,100.0,0.68125
CA Lynn,CR Woakes,0,1,4,5,4.0,80.0,0.525
CA Lynn,Harbhajan Singh,0,1,2,3,2.0,66.667,0.42916875
CA Lynn,Mujeeb Ur Rahman,0,2,13,13,13.0,100.0,0.70625
CA Lynn,S Nadeem,0,2,25,23,25.0,108.696,0.8356
CA Lynn,BA Stokes,0,1,7,11,7.0,63.636,0.44147499999999995
CA Lynn,JC Archer,0,3,32,21,32.0,152.381,1.15238125
CA Lynn,AS Rajpoot,0,1,9,5,9.0,180.0,1.18125
CA Lynn,KV Sharma,0,1,2,2,2.0,100.0,0.6375
CA Lynn,DW Steyn,0,1,1,2,1.0,50.0,0.31875
CA Lynn,MM Sharma,0,2,15,10,15.0,150.0,1.03125
CA Lynn,MJ McClenaghan,0,5,49,34,49.0,144.118,1.2069874999999999
CA Lynn,SL Malinga,0,3,30,18,30.0,166.667,1.22916875
CA Lynn,IS Sodhi,0,2,8,12,8.0,66.667,0.46666875
CA Lynn,STR Binny,0,1,9,3,9.0,300.0,1.93125
CA Lynn,BB Sran,0,3,38,15,38.0,253.333,1.82083125
CA Lynn,S Lamichhane,0,1,1,1,1.0,100.0,0.63125
CA Lynn,CR Brathwaite,0,2,18,10,18.0,180.0,1.2375
CA Lynn,P Negi,0,2,2,4,2.0,50.0,0.325
CA Lynn,S Midhun,0,1,6,4,6.0,150.0,0.975
CA Lynn,Anureet Singh,0,1,2,2,2.0,100.0,0.6375
CA Lynn,SR Watson,0,2,9,5,9.0,180.0,1.18125
CA Lynn,MG Johnson,0,2,11,11,11.0,100.0,0.69375
CA Lynn,B Stanlake,0,1,12,8,12.0,150.0,1.0125
CA Lynn,Yuvraj Singh,0,1,7,3,7.0,233.333,1.50208125
CA Lynn,R Vinay Kumar,0,1,0,2,0.0,0.0,0.0
CA Lynn,Swapnil Singh,0,1,15,9,15.0,166.667,1.13541875
CA Lynn,P Kumar,0,1,8,6,8.0,133.333,0.88333125
CA Lynn,MJ Henry,0,1,23,10,23.0,230.0,1.58125
CA Lynn,DR Smith,0,1,23,6,23.0,383.333,2.5395812500000003
CA Lynn,A Choudhary,0,1,14,6,14.0,233.333,1.54583125
CA Lynn,S Badree,0,1,1,2,1.0,50.0,0.31875
CA Lynn,S Aravind,0,1,1,4,1.0,25.0,0.1625
CA Lynn,S Kaushik,0,1,17,11,17.0,154.545,1.07215625
CA Lynn,SB Jakati,0,1,7,7,7.0,100.0,0.66875
CA Lynn,AB Dinda,0,1,3,3,3.0,100.0,0.64375
CA Lynn,MS Gony,0,1,10,6,10.0,166.667,1.10416875
CA Lynn,JA Morkel,0,1,10,8,10.0,125.0,0.84375
CA Lynn,MA Starc,0,1,1,1,1.0,100.0,0.63125
CA Lynn,L Balaji,0,1,6,4,6.0,150.0,0.975
CA Lynn,M Muralitharan,0,1,16,7,16.0,228.571,1.52856875
CA Lynn,SK Trivedi,0,1,1,2,1.0,50.0,0.31875
CA Lynn,A Chandila,0,1,1,3,1.0,33.333,0.21458125
CA Lynn,SW Tait,0,1,4,5,4.0,80.0,0.525
SP Goswami,M Prasidh Krishna,0,1,1,2,1.0,50.0,0.31875
SP Goswami,Mohammed Siraj,0,1,0,3,0.0,0.0,0.0
SP Goswami,K Rabada,0,1,0,2,0.0,0.0,0.0
SP Goswami,Kuldeep Yadav,0,1,6,4,6.0,150.0,0.975
SP Goswami,UT Yadav,0,2,7,8,7.0,87.5,0.590625
SP Goswami,SP Narine,0,2,6,10,6.0,60.0,0.4125
SP Goswami,AD Russell,0,1,14,8,14.0,175.0,1.18125
SP Goswami,PJ Sangwan,0,1,18,6,18.0,300.0,1.9875
SP Goswami,Shakib Al Hasan,0,1,4,8,4.0,50.0,0.3375
SP Goswami,DL Chahar,0,2,5,5,5.0,100.0,0.65625
SP Goswami,PP Chawla,0,1,7,5,7.0,140.0,0.91875
SP Goswami,I Sharma,0,1,3,9,3.0,33.333,0.22708124999999998
SP Goswami,L Ngidi,0,2,12,9,12.0,133.333,0.90833125
SP Goswami,S Nadeem,0,1,2,5,2.0,40.0,0.2625
SP Goswami,CH Gayle,0,1,3,7,3.0,42.857,0.28660625
SP Goswami,SL Malinga,0,1,1,3,1.0,33.333,0.21458125
SP Goswami,YK Pathan,0,2,9,7,9.0,128.571,0.85981875
