Batter,Bowler,dismissed,match_played,runs_scored,ball_faced,average,strike_rate,batsman_impact
Sandeep Sharma,S Dube,0,1,2,2,2.0,100.0,0.6375
Sandeep Sharma,CH Morris,0,3,4,5,4.0,80.0,0.525
Sandeep Sharma,DW Steyn,0,1,6,3,6.0,200.0,1.2875
Sandeep Sharma,CH Gayle,0,1,3,3,3.0,100.0,0.64375
Sandeep Sharma,MM Sharma,0,1,1,4,1.0,25.0,0.1625
Sandeep Sharma,CR Brathwaite,0,1,1,1,1.0,100.0,0.63125
Sandeep Sharma,P Kumar,0,2,2,2,2.0,100.0,0.6375
Sandeep Sharma,Sachin Baby,0,1,2,2,2.0,100.0,0.6375
Sandeep Sharma,D Wiese,0,1,2,4,2.0,50.0,0.325
Sandeep Sharma,MA Starc,0,1,0,2,0.0,0.0,0.0
Sandeep Sharma,DJG Sammy,0,1,0,1,0.0,0.0,0.0
SM Curran,Mohammed Shami,0,1,1,1,1.0,100.0,0.63125
SM Curran,LH Ferguson,0,1,3,4,3.0,75.0,0.4875
SM Curran,TA Boult,0,1,13,7,13.0,185.714,1.2419625
SM Curran,M Prasidh Krishna,0,1,1,1,1.0,100.0,0.63125
SM Curran,KH Pandya,0,2,16,8,16.0,200.0,1.35
SM Curran,Avesh Khan,0,2,19,11,19.0,172.727,1.19829375
SM Curran,K Rabada,0,1,1,2,1.0,50.0,0.31875
SM Curran,B Kumar,0,1,1,1,1.0,100.0,0.63125
SM Curran,JJ Bumrah,0,3,18,12,18.0,150.0,1.05
SM Curran,RP Meredith,0,1,4,3,4.0,133.333,0.85833125
SM Curran,KK Ahmed,0,1,27,12,27.0,225.0,1.575
SM Curran,MM Ali,0,1,1,3,1.0,33.333,0.21458125
SM Curran,SP Narine,0,4,34,16,34.0,212.5,1.540625
SM Curran,CV Varun,0,3,5,7,5.0,71.429,0.47768125
SM Curran,AD Russell,0,2,15,9,15.0,166.667,1.13541875
SM Curran,T Natarajan,0,1,7,2,7.0,350.0,2.23125
SM Curran,RD Chahar,0,1,13,10,13.0,130.0,0.89375
SM Curran,C Sakariya,0,1,11,4,11.0,275.0,1.7875
SM Curran,KA Pollard,0,1,2,2,2.0,100.0,0.6375
SM Curran,PJ Cummins,0,1,2,2,2.0,100.0,0.6375
SM Curran,Kartik Tyagi,0,1,6,5,6.0,120.0,0.7875
SM Curran,Sandeep Sharma,0,1,4,10,4.0,40.0,0.275
SM Curran,R Tewatia,0,2,15,7,15.0,214.286,1.4330375
SM Curran,S Gopal,0,2,8,8,8.0,100.0,0.675
SM Curran,RA Jadeja,0,1,1,3,1.0,33.333,0.21458125
SM Curran,Mustafizur Rahman,0,1,1,1,1.0,100.0,0.63125
SM Curran,Abdul Samad,0,1,7,2,7.0,350.0,2.23125
SM Curran,TU Deshpande,0,1,0,3,0.0,0.0,0.0
SM Curran,NM Coulter-Nile,0,1,16,20,16.0,80.0,0.6
SM Curran,KL Nagarkoti,0,1,3,3,3.0,100.0,0.64375
SM Curran,TK Curran,0,1,22,8,22.0,275.0,1.85625
SM Curran,CH Morris,0,2,1,2,1.0,50.0,0.31875
SM Curran,Mohammad Nabi,0,1,5,3,5.0,166.667,1.07291875
SM Curran,PP Chawla,0,1,2,3,2.0,66.667,0.42916875
SM Curran,Imran Tahir,0,1,5,4,5.0,125.0,0.8125
SM Curran,CR Woakes,0,1,5,3,5.0,166.667,1.07291875
SM Curran,BA Stokes,0,1,7,2,7.0,350.0,2.23125
SM Curran,JC Archer,0,1,2,8,2.0,25.0,0.16875
SM Curran,AS Rajpoot,0,1,1,1,1.0,100.0,0.63125
SM Curran,HF Gurney,0,1,24,8,24.0,300.0,2.025
SM Curran,S Lamichhane,0,2,8,8,8.0,100.0,0.675
SM Curran,SC Kuggeleijn,0,1,0,1,0.0,0.0,0.0
DL Chahar,HH Pandya,0,1,0,1,0.0,0.0,0.0
DL Chahar,TA Boult,0,1,1,2,1.0,50.0,0.31875
DL Chahar,R Ashwin,0,1,24,11,24.0,218.182,1.5136375
DL Chahar,JJ Bumrah,0,2,6,8,6.0,75.0,0.50625
DL Chahar,M Markande,0,1,0,1,0.0,0.0,0.0
DL Chahar,KK Ahmed,0,1,2,2,2.0,100.0,0.6375
DL Chahar,AR Patel,0,1,11,7,11.0,157.143,1.05089375
DL Chahar,SP Narine,0,1,1,1,1.0,100.0,0.63125
DL Chahar,RD Chahar,0,1,0,4,0.0,0.0,0.0
DL Chahar,PJ Cummins,0,1,13,4,13.0,325.0,2.1125
DL Chahar,Sandeep Sharma,0,1,8,4,8.0,200.0,1.3
DL Chahar,AJ Tye,0,1,4,3,4.0,133.333,0.85833125
DL Chahar,NM Coulter-Nile,0,1,0,1,0.0,0.0,0.0
DL Chahar,Shakib Al Hasan,0,1,2,2,2.0,100.0,0.6375
DL Chahar,A Mishra,0,1,1,1,1.0,100.0,0.63125
DL Chahar,I Udana,0,1,5,5,5.0,100.0,0.65625
DL Chahar,SL Malinga,0,1,1,1,1.0,100.0,0.63125
DL Chahar,Z Khan,0,1,0,1,0.0,0.0,0.0
T Shamsi,Avesh Khan,0,1,1,1,1.0,100.0,0.63125
T Shamsi,A Nortje,0,1,1,3,1.0,33.333,0.21458125
GHS Garton,Mohammed Shami,0,1,0,1,0.0,0.0,0.0
GHS Garton,B Kumar,0,1,1,2,1.0,50.0,0.31875
GHS Garton,JO Holder,0,1,1,1,1.0,100.0,0.63125
MC Henriques,Mohammed Shami,0,2,4,5,4.0,80.0,0.525
MC Henriques,Rashid Khan,0,1,5,8,5.0,62.5,0.421875
MC Henriques,HH Pandya,0,2,10,6,10.0,166.667,1.10416875
MC Henriques,YS Chahal,0,4,36,23,36.0,156.522,1.2032625
MC Henriques,R Ashwin,0,1,1,3,1.0,33.333,0.21458125
MC Henriques,Mohammed Siraj,0,1,2,3,2.0,66.667,0.42916875
MC Henriques,GJ Maxwell,0,2,10,9,10.0,111.111,0.75694375
MC Henriques,HV Patel,0,3,37,21,37.0,176.19,1.3324375
MC Henriques,K Rabada,0,1,10,4,10.0,250.0,1.625
MC Henriques,B Kumar,0,1,4,4,4.0,100.0,0.65
MC Henriques,J Suchith,0,1,1,3,1.0,33.333,0.21458125
MC Henriques,JJ Bumrah,0,2,11,11,11.0,100.0,0.69375
MC Henriques,SN Thakur,0,2,30,17,30.0,176.471,1.2904437500000001
MC Henriques,MR Marsh,0,1,0,1,0.0,0.0,0.0
MC Henriques,Kuldeep Yadav,0,3,19,12,19.0,158.333,1.10833125
MC Henriques,AR Patel,0,4,22,20,22.0,110.0,0.825
MC Henriques,S Kaul,0,1,6,3,6.0,200.0,1.2875
MC Henriques,UT Yadav,0,4,18,14,18.0,128.571,0.91606875
MC Henriques,TG Southee,0,1,1,5,1.0,20.0,0.13125
MC Henriques,SP Narine,0,5,17,15,17.0,113.333,0.81458125
MC Henriques,CV Varun,0,1,1,1,1.0,100.0,0.63125
MC Henriques,AD Russell,0,2,6,7,6.0,85.714,0.5732125
MC Henriques,JO Holder,0,1,8,5,8.0,160.0,1.05
MC Henriques,Abhishek Sharma,0,1,9,9,9.0,100.0,0.68125
MC Henriques,R Dhawan,0,1,1,2,1.0,50.0,0.31875
MC Henriques,DJ Bravo,0,1,0,1,0.0,0.0,0.0
MC Henriques,Sandeep Sharma,0,3,2,7,2.0,28.571,0.19106875
MC Henriques,RA Jadeja,0,1,1,1,1.0,100.0,0.63125
MC Henriques,JD Unadkat,0,1,18,6,18.0,300.0,1.9875
MC Henriques,CJ Jordan,0,1,0,1,0.0,0.0,0.0
MC Henriques,TS Mills,0,1,4,4,4.0,100.0,0.65
MC Henriques,Basil Thampi,0,1,2,3,2.0,66.667,0.42916875
MC Henriques,NM Coulter-Nile,0,1,7,5,7.0,140.0,0.91875
MC Henriques,AF Milne,0,1,0,1,0.0,0.0,0.0
MC Henriques,Shakib Al Hasan,0,2,4,7,4.0,57.143,0.38214375
MC Henriques,DT Christian,0,1,4,5,4.0,80.0,0.525
MC Henriques,J Yadav,0,2,6,12,6.0,50.0,0.35
MC Henriques,CH Morris,0,2,8,7,8.0,114.286,0.7642875
MC Henriques,T Shamsi,0,1,14,6,14.0,233.333,1.54583125
MC Henriques,PP Chawla,0,1,7,9,7.0,77.778,0.5298625
MC Henriques,I Sharma,0,2,4,8,4.0,50.0,0.3375
MC Henriques,DS Kulkarni,0,3,22,13,22.0,169.231,1.19519375
MC Henriques,A Mishra,0,7,48,45,48.0,106.667,0.96666875
MC Henriques,Imran Tahir,0,2,7,8,7.0,87.5,0.590625
MC Henriques,KW Richardson,0,2,13,5,13.0,260.0,1.70625
MC Henriques,CR Woakes,0,1,5,3,5.0,166.667,1.07291875
MC Henriques,Harbhajan Singh,0,2,20,18,20.0,111.111,0.8194437499999999
MC Henriques,S Nadeem,0,1,10,9,10.0,111.111,0.75694375
MC Henriques,BA Stokes,0,1,3,2,3.0,150.0,0.95625
MC Henriques,A Zampa,0,1,3,5,3.0,60.0,0.39375
MC Henriques,KV Sharma,0,1,0,2,0.0,0.0,0.0
MC Henriques,DW Steyn,0,2,17,12,17.0,141.667,0.99166875
MC Henriques,MM Sharma,0,4,17,13,17.0,130.769,0.9235562500000001
MC Henriques,MJ McClenaghan,0,4,15,16,15.0,93.75,0.6796875
MC Henriques,SL Malinga,0,2,15,13,15.0,115.385,0.8149062499999999
MC Henriques,STR Binny,0,1,2,2,2.0,100.0,0.6375
MC Henriques,CR Brathwaite,0,1,6,6,6.0,100.0,0.6625
MC Henriques,P Negi,0,1,6,4,6.0,150.0,0.975
MC Henriques,KC Cariappa,0,1,6,5,6.0,120.0,0.7875
MC Henriques,YK Pathan,0,3,27,11,27.0,245.455,1.7028437500000002
MC Henriques,SK Raina,0,1,13,5,13.0,260.0,1.70625
MC Henriques,Anureet Singh,0,1,5,6,5.0,83.333,0.55208125
MC Henriques,SR Watson,0,6,17,18,17.0,94.444,0.6965250000000001
MC Henriques,Ankit Sharma,0,1,2,3,2.0,66.667,0.42916875
MC Henriques,MG Johnson,0,1,3,3,3.0,100.0,0.64375
MC Henriques,JP Duminy,0,2,14,10,14.0,140.0,0.9625
MC Henriques,R Vinay Kumar,0,1,3,5,3.0,60.0,0.39375
MC Henriques,Z Khan,0,2,21,11,21.0,190.909,1.32443125
MC Henriques,TM Head,0,1,8,3,8.0,266.667,1.7166687499999997
MC Henriques,P Kumar,0,5,28,15,28.0,186.667,1.34166875
MC Henriques,JP Faulkner,0,3,24,13,24.0,184.615,1.30384375
MC Henriques,DR Smith,0,1,0,1,0.0,0.0,0.0
MC Henriques,A Choudhary,0,1,6,4,6.0,150.0,0.975
MC Henriques,S Aravind,0,1,21,10,21.0,210.0,1.44375
MC Henriques,A Nehra,0,1,9,7,9.0,128.571,0.85981875
MC Henriques,IK Pathan,0,1,2,3,2.0,66.667,0.42916875
MC Henriques,S Kaushik,0,2,32,30,32.0,106.667,0.86666875
MC Henriques,AB Dinda,0,2,26,12,26.0,216.667,1.51666875
MC Henriques,R Bhatia,0,3,9,9,9.0,100.0,0.68125
MC Henriques,Iqbal Abdulla,0,1,2,2,2.0,100.0,0.6375
MC Henriques,Tejas Baroka,0,1,7,6,7.0,116.667,0.77291875
MC Henriques,M Morkel,0,3,4,9,4.0,44.444,0.302775
MC Henriques,NLTC Perera,0,3,19,15,19.0,126.667,0.91041875
MC Henriques,Gurkeerat Singh,0,1,6,6,6.0,100.0,0.6625
MC Henriques,M Vijay,0,1,7,7,7.0,100.0,0.66875
MC Henriques,PV Tambe,0,2,5,16,5.0,31.25,0.2265625
MC Henriques,GB Hogg,0,1,3,5,3.0,60.0,0.39375
MC Henriques,Parvez Rasool,0,1,3,7,3.0,42.857,0.28660625
MC Henriques,JA Morkel,0,1,21,9,21.0,233.333,1.58958125
MC Henriques,D Wiese,0,1,1,3,1.0,33.333,0.21458125
MC Henriques,A Ashish Reddy,0,1,2,2,2.0,100.0,0.6375
MC Henriques,MA Starc,0,1,3,2,3.0,150.0,0.95625
MC Henriques,BE Hendricks,0,1,10,4,10.0,250.0,1.625
MC Henriques,J Botha,0,1,4,4,4.0,100.0,0.65
MC Henriques,RN ten Doeschate,0,1,2,3,2.0,66.667,0.42916875
MC Henriques,PP Ojha,0,2,10,6,10.0,166.667,1.10416875
MC Henriques,L Balaji,0,1,3,2,3.0,150.0,0.95625
MC Henriques,P Awana,0,1,0,1,0.0,0.0,0.0
MC Henriques,JH Kallis,0,1,0,1,0.0,0.0,0.0
MC Henriques,R Sharma,0,2,15,5,15.0,300.0,1.96875
MC Henriques,SK Trivedi,0,1,0,1,0.0,0.0,0.0
MC Henriques,MG Neser,0,1,5,2,5.0,250.0,1.59375
MC Henriques,Harmeet Singh,0,1,2,2,2.0,100.0,0.6375
MC Henriques,S Sreesanth,0,1,12,12,12.0,100.0,0.7
MC Henriques,DP Nannes,0,1,16,7,16.0,228.571,1.52856875
MC Henriques,TM Dilshan,0,1,2,4,2.0,50.0,0.325
MC Henriques,A Symonds,0,1,0,1,0.0,0.0,0.0
MC Henriques,SB Styris,0,1,1,3,1.0,33.333,0.21458125
K Yadav,JJ Bumrah,0,1,0,1,0.0,0.0,0.0
K Yadav,NM Coulter-Nile,0,1,0,3,0.0,0.0,0.0
PP Chawla,Mohammed Shami,0,1,4,3,4.0,133.333,0.85833125
PP Chawla,Rashid Khan,0,2,4,10,4.0,40.0,0.275
PP Chawla,HH Pandya,0,1,1,4,1.0,25.0,0.1625
PP Chawla,GJ Maxwell,0,1,0,1,0.0,0.0,0.0
PP Chawla,Avesh Khan,0,1,1,1,1.0,100.0,0.63125
PP Chawla,K Rabada,0,1,5,2,5.0,250.0,1.59375
PP Chawla,B Kumar,0,2,5,5,5.0,100.0,0.65625
PP Chawla,JJ Bumrah,0,1,5,7,5.0,71.429,0.47768125
PP Chawla,KK Ahmed,0,1,7,4,7.0,175.0,1.1375
PP Chawla,SN Thakur,0,1,2,4,2.0,50.0,0.325
PP Chawla,AR Patel,0,3,3,6,3.0,50.0,0.33125
PP Chawla,S Kaul,0,1,2,4,2.0,50.0,0.325
PP Chawla,UT Yadav,0,2,5,4,5.0,125.0,0.8125
PP Chawla,SP Narine,0,3,13,16,13.0,81.25,0.5890625
PP Chawla,JO Holder,0,1,0,2,0.0,0.0,0.0
PP Chawla,DJ Bravo,0,3,1,9,1.0,11.111,0.07569375
PP Chawla,KA Pollard,0,1,0,4,0.0,0.0,0.0
PP Chawla,Sandeep Sharma,0,1,2,3,2.0,66.667,0.42916875
PP Chawla,R Tewatia,0,1,0,3,0.0,0.0,0.0
PP Chawla,AJ Tye,0,1,2,3,2.0,66.667,0.42916875
PP Chawla,VR Aaron,0,1,2,3,2.0,66.667,0.42916875
PP Chawla,DL Chahar,0,1,2,2,2.0,100.0,0.6375
PP Chawla,CH Morris,0,2,10,5,10.0,200.0,1.3125
PP Chawla,RG Sharma,0,1,1,2,1.0,50.0,0.31875
PP Chawla,MC Henriques,0,1,1,3,1.0,33.333,0.21458125
PP Chawla,I Sharma,0,2,21,8,21.0,262.5,1.771875
PP Chawla,DS Kulkarni,0,2,6,6,6.0,100.0,0.6625
PP Chawla,A Mishra,0,3,12,7,12.0,171.429,1.14643125
PP Chawla,Imran Tahir,0,2,12,12,12.0,100.0,0.7
PP Chawla,Harbhajan Singh,0,3,7,10,7.0,70.0,0.48125
PP Chawla,KV Sharma,0,2,14,5,14.0,280.0,1.8375
PP Chawla,DW Steyn,0,4,18,10,18.0,180.0,1.2375
PP Chawla,CH Gayle,0,1,3,4,3.0,75.0,0.4875
PP Chawla,MM Sharma,0,1,1,2,1.0,50.0,0.31875
PP Chawla,MJ McClenaghan,0,1,1,1,1.0,100.0,0.63125
PP Chawla,SL Malinga,0,6,11,19,11.0,57.895,0.43059375000000005
PP Chawla,KMA Paul,0,1,8,3,8.0,266.667,1.7166687499999997
PP Chawla,STR Binny,0,1,2,2,2.0,100.0,0.6375
PP Chawla,P Negi,0,1,1,1,1.0,100.0,0.63125
PP Chawla,SC Kuggeleijn,0,1,1,1,1.0,100.0,0.63125
PP Chawla,YK Pathan,0,1,2,3,2.0,66.667,0.42916875
PP Chawla,BCJ Cutting,0,1,6,6,6.0,100.0,0.6625
PP Chawla,SK Raina,0,1,1,2,1.0,50.0,0.31875
PP Chawla,LE Plunkett,0,1,1,2,1.0,50.0,0.31875
PP Chawla,Anureet Singh,0,1,6,3,6.0,200.0,1.2875
PP Chawla,SR Watson,0,4,22,19,22.0,115.789,0.8611812499999999
PP Chawla,MG Johnson,0,5,16,12,16.0,133.333,0.93333125
PP Chawla,Yuvraj Singh,0,1,4,6,4.0,66.667,0.44166875
PP Chawla,R Vinay Kumar,0,2,13,4,13.0,325.0,2.1125
PP Chawla,Z Khan,0,3,14,8,14.0,175.0,1.18125
PP Chawla,P Kumar,0,1,0,1,0.0,0.0,0.0
PP Chawla,JP Faulkner,0,2,1,2,1.0,50.0,0.31875
PP Chawla,MM Patel,0,3,15,10,15.0,150.0,1.03125
PP Chawla,MN Samuels,0,1,10,9,10.0,111.111,0.75694375
PP Chawla,DR Smith,0,1,3,6,3.0,50.0,0.33125
PP Chawla,A Nehra,0,2,16,7,16.0,228.571,1.52856875
PP Chawla,IK Pathan,0,1,4,6,4.0,66.667,0.44166875
PP Chawla,AD Mathews,0,1,12,6,12.0,200.0,1.325
PP Chawla,SB Jakati,0,1,2,2,2.0,100.0,0.6375
PP Chawla,AB Dinda,0,2,7,9,7.0,77.778,0.5298625
PP Chawla,R Bhatia,0,1,1,1,1.0,100.0,0.63125
PP Chawla,MS Gony,0,1,10,2,10.0,500.0,3.1875
PP Chawla,M Morkel,0,2,4,5,4.0,80.0,0.525
PP Chawla,NLTC Perera,0,3,8,8,8.0,100.0,0.675
PP Chawla,RP Singh,0,4,15,11,15.0,136.364,0.946025
PP Chawla,JA Morkel,0,5,9,16,9.0,56.25,0.4078125
PP Chawla,BE Hendricks,0,1,9,4,9.0,225.0,1.4625
PP Chawla,J Botha,0,2,3,4,3.0,75.0,0.4875
PP Chawla,DJG Sammy,0,1,0,1,0.0,0.0,0.0
PP Chawla,PP Ojha,0,1,1,1,1.0,100.0,0.63125
PP Chawla,L Balaji,0,6,19,21,19.0,90.476,0.684225
PP Chawla,P Awana,0,2,19,7,19.0,271.429,1.8151812499999997
PP Chawla,KK Cooper,0,2,3,5,3.0,60.0,0.39375
PP Chawla,WD Parnell,0,1,0,1,0.0,0.0,0.0
PP Chawla,M Muralitharan,0,2,8,11,8.0,72.727,0.5045437500000001
PP Chawla,JH Kallis,0,2,14,6,14.0,233.333,1.54583125
PP Chawla,R Sharma,0,3,12,18,12.0,66.667,0.49166875
PP Chawla,SK Trivedi,0,3,9,10,9.0,90.0,0.61875
PP Chawla,Anand Rajan,0,1,12,6,12.0,200.0,1.325
PP Chawla,R McLaren,0,1,11,6,11.0,183.333,1.21458125
PP Chawla,SW Tait,0,1,4,3,4.0,133.333,0.85833125
PP Chawla,DP Nannes,0,1,1,3,1.0,33.333,0.21458125
PP Chawla,RJ Harris,0,1,2,3,2.0,66.667,0.42916875
PP Chawla,JD Ryder,0,1,1,4,1.0,25.0,0.1625
PP Chawla,AC Thomas,0,1,2,4,2.0,50.0,0.325
PP Chawla,DL Vettori,0,1,2,2,2.0,100.0,0.6375
PP Chawla,A Singh,0,2,9,8,9.0,112.5,0.759375
PP Chawla,SK Warne,0,2,11,8,11.0,137.5,0.928125
PP Chawla,M Manhas,0,1,6,11,6.0,54.545,0.37840625
PP Chawla,AM Salvi,0,1,1,1,1.0,100.0,0.63125
PP Chawla,SB Wagh,0,1,0,1,0.0,0.0,0.0
PP Chawla,A Symonds,0,1,3,7,3.0,42.857,0.28660625
PP Chawla,Kamran Khan,0,1,0,2,0.0,0.0,0.0
PP Chawla,SB Styris,0,1,7,3,7.0,233.333,1.50208125
PP Chawla,A Kumble,0,1,3,3,3.0,100.0,0.64375
PP Chawla,WPUJC Vaas,0,1,5,3,5.0,166.667,1.07291875
PP Chawla,FY Fazal,0,1,2,2,2.0,100.0,0.6375
PP Chawla,MF Maharoof,0,1,4,3,4.0,133.333,0.85833125
PP Chawla,T Thushara,0,1,2,1,2.0,200.0,1.2625
PP Chawla,Umar Gul,0,2,1,3,1.0,33.333,0.21458125
Mohammad Nabi,Mohammed Shami,0,1,4,6,4.0,66.667,0.44166875
Mohammad Nabi,HH Pandya,0,2,14,9,14.0,155.556,1.059725
Mohammad Nabi,M Prasidh Krishna,0,1,9,7,9.0,128.571,0.85981875
Mohammad Nabi,R Ashwin,0,2,5,4,5.0,125.0,0.8125
Mohammad Nabi,KH Pandya,0,2,4,5,4.0,80.0,0.525
Mohammad Nabi,AS Joseph,0,1,0,1,0.0,0.0,0.0
Mohammad Nabi,K Rabada,0,1,12,4,12.0,300.0,1.95
Mohammad Nabi,JJ Bumrah,0,2,21,16,21.0,131.25,0.9515625
Mohammad Nabi,M Markande,0,1,6,4,6.0,150.0,0.975
Mohammad Nabi,AR Patel,0,1,5,4,5.0,125.0,0.8125
Mohammad Nabi,CV Varun,0,1,3,4,3.0,75.0,0.4875
Mohammad Nabi,AD Russell,0,1,6,4,6.0,150.0,0.975
Mohammad Nabi,RD Chahar,0,1,3,5,3.0,60.0,0.39375
Mohammad Nabi,Kartik Tyagi,0,1,4,1,4.0,400.0,2.525
Mohammad Nabi,Shivam Mavi,0,1,5,4,5.0,125.0,0.8125
Mohammad Nabi,Sandeep Sharma,0,1,2,3,2.0,66.667,0.42916875
Mohammad Nabi,R Tewatia,0,1,13,3,13.0,433.333,2.7895812500000003
Mohammad Nabi,Mustafizur Rahman,0,1,0,1,0.0,0.0,0.0
Mohammad Nabi,Navdeep Saini,0,1,4,3,4.0,133.333,0.85833125
Mohammad Nabi,Shakib Al Hasan,0,1,2,2,2.0,100.0,0.6375
Mohammad Nabi,CH Morris,0,1,5,5,5.0,100.0,0.65625
Mohammad Nabi,SM Curran,0,1,7,4,7.0,175.0,1.1375
Mohammad Nabi,PP Chawla,0,1,1,2,1.0,50.0,0.31875
Mohammad Nabi,I Sharma,0,1,4,1,4.0,400.0,2.525
Mohammad Nabi,Mujeeb Ur Rahman,0,2,16,6,16.0,266.667,1.7666687499999998
Mohammad Nabi,AS Rajpoot,0,1,4,2,4.0,200.0,1.275
Mohammad Nabi,SL Malinga,0,1,15,7,15.0,214.286,1.4330375
Mohammad Nabi,KMA Paul,0,1,11,8,11.0,137.5,0.928125
Mohammad Nabi,JP Behrendorff,0,1,1,1,1.0,100.0,0.63125
Sachin Baby,Mohammed Shami,0,1,7,4,7.0,175.0,1.1375
Sachin Baby,LH Ferguson,0,2,4,6,4.0,66.667,0.44166875
Sachin Baby,M Prasidh Krishna,0,1,1,4,1.0,25.0,0.1625
Sachin Baby,B Kumar,0,2,14,8,14.0,175.0,1.18125
Sachin Baby,Washington Sundar,0,1,1,2,1.0,50.0,0.31875
Sachin Baby,JJ Bumrah,0,1,2,3,2.0,66.667,0.42916875
Sachin Baby,AR Patel,0,1,10,7,10.0,142.857,0.95535625
Sachin Baby,UT Yadav,0,1,15,7,15.0,214.286,1.4330375
Sachin Baby,TG Southee,0,1,5,4,5.0,125.0,0.8125
Sachin Baby,SP Narine,0,1,1,1,1.0,100.0,0.63125
Sachin Baby,CV Varun,0,1,2,6,2.0,33.333,0.22083124999999998
Sachin Baby,AD Russell,0,2,0,3,0.0,0.0,0.0
Sachin Baby,MP Stoinis,0,1,4,3,4.0,133.333,0.85833125
Sachin Baby,KA Pollard,0,1,16,4,16.0,400.0,2.6
Sachin Baby,PJ Cummins,0,1,4,5,4.0,80.0,0.525
Sachin Baby,Sandeep Sharma,0,1,3,3,3.0,100.0,0.64375
Sachin Baby,RA Jadeja,0,1,0,1,0.0,0.0,0.0
Sachin Baby,Mustafizur Rahman,0,2,23,8,23.0,287.5,1.940625
Sachin Baby,MC Henriques,0,1,5,5,5.0,100.0,0.65625
Sachin Baby,DS Kulkarni,0,1,0,2,0.0,0.0,0.0
Sachin Baby,A Mishra,0,1,2,5,2.0,40.0,0.2625
Sachin Baby,KV Sharma,0,1,1,2,1.0,50.0,0.31875
Sachin Baby,MM Sharma,0,1,6,8,6.0,75.0,0.50625
Sachin Baby,MJ McClenaghan,0,1,2,2,2.0,100.0,0.6375
Sachin Baby,BB Sran,0,1,2,2,2.0,100.0,0.6375
Sachin Baby,KC Cariappa,0,1,7,7,7.0,100.0,0.66875
Sachin Baby,BCJ Cutting,0,1,1,2,1.0,50.0,0.31875
Sachin Baby,Anureet Singh,0,1,3,3,3.0,100.0,0.64375
Sachin Baby,Bipul Sharma,0,1,1,3,1.0,33.333,0.21458125
Sachin Baby,Z Khan,0,1,1,1,1.0,100.0,0.63125
Sachin Baby,A Nehra,0,1,0,1,0.0,0.0,0.0
Sachin Baby,M Morkel,0,1,1,1,1.0,100.0,0.63125
DJ Malan,Avesh Khan,0,1,1,3,1.0,33.333,0.21458125
DJ Malan,K Rabada,0,1,1,2,1.0,50.0,0.31875
DJ Malan,AR Patel,0,1,4,8,4.0,50.0,0.3375
DJ Malan,Lalit Yadav,0,1,8,8,8.0,100.0,0.675
DJ Malan,I Sharma,0,1,12,5,12.0,240.0,1.575
Mohammed Shami,Rashid Khan,0,1,0,1,0.0,0.0,0.0
Mohammed Shami,TA Boult,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,M Prasidh Krishna,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,R Ashwin,0,1,0,3,0.0,0.0,0.0
Mohammed Shami,HV Patel,0,1,8,2,8.0,400.0,2.55
Mohammed Shami,Avesh Khan,0,1,12,4,12.0,300.0,1.95
Mohammed Shami,K Rabada,0,1,0,1,0.0,0.0,0.0
Mohammed Shami,JJ Bumrah,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,KK Ahmed,0,1,2,2,2.0,100.0,0.6375
Mohammed Shami,SN Thakur,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,Kuldeep Yadav,0,1,5,3,5.0,166.667,1.07291875
Mohammed Shami,AR Patel,0,2,1,3,1.0,33.333,0.21458125
Mohammed Shami,S Kaul,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,SP Narine,0,1,2,3,2.0,66.667,0.42916875
Mohammed Shami,AD Russell,0,1,0,1,0.0,0.0,0.0
Mohammed Shami,DJ Bravo,0,1,3,6,3.0,50.0,0.33125
Mohammed Shami,PJ Cummins,0,1,0,1,0.0,0.0,0.0
Mohammed Shami,Sandeep Sharma,0,2,2,2,2.0,100.0,0.6375
Mohammed Shami,RA Jadeja,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,JD Unadkat,0,1,2,4,2.0,50.0,0.325
Mohammed Shami,VR Aaron,0,1,1,3,1.0,33.333,0.21458125
Mohammed Shami,SM Curran,0,1,5,5,5.0,100.0,0.65625
Mohammed Shami,CR Woakes,0,1,0,1,0.0,0.0,0.0
Mohammed Shami,Harbhajan Singh,0,1,6,3,6.0,200.0,1.2875
Mohammed Shami,KV Sharma,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,P Negi,0,1,1,3,1.0,33.333,0.21458125
Mohammed Shami,JP Faulkner,0,1,4,2,4.0,200.0,1.275
Mohammed Shami,SM Boland,0,1,2,3,2.0,66.667,0.42916875
Mohammed Shami,MA Starc,0,1,1,1,1.0,100.0,0.63125
Mohammed Shami,KK Cooper,0,1,2,6,2.0,33.333,0.22083124999999998
Mohammed Shami,S Sreesanth,0,1,0,2,0.0,0.0,0.0
Mohammed Shami,SW Tait,0,1,3,2,3.0,150.0,0.95625
Virat Singh,R Ashwin,0,1,3,7,3.0,42.857,0.28660625
Virat Singh,Avesh Khan,0,1,0,4,0.0,0.0,0.0
Virat Singh,AR Patel,0,1,0,2,0.0,0.0,0.0
